Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,agriculture,animal husbandry
Ethnographic Atlas,Shipibo-Conibo,Se9,xd1373,Conibo (Se9),-9,-74,ship1254,Shipibo-Conibo,shp,Pano-Tacanan,3,0
Ethnographic Atlas,Hazara,Ea3,xd602,Hazara (Ea3),35,66,haza1239,Hazaragi,haz,Indo-European,5,5
Ethnographic Atlas,Beni-Amer,Ca36,xd444,Beni Amer (Ca36),18,38,mans1267,Mansa',,Afro-Asiatic,1,8
Ethnographic Atlas,Tarasco,Nj8,xd1307,Tarasco (Nj8),19,-101,pure1242,Purepecha,tsz,Tarascan,7,0
Ethnographic Atlas,Mpongwe,Ae46,xd167,Mpongwe (Ae46),-2,10,myen1241,Myene,mye,Atlantic-Congo,8,0
Ethnographic Atlas,Chugach,Na10,xd1027,Chugach (Na10),60.72,-146.49,paci1278,Pacific Gulf Yupik,ems,Eskimo-Aleut,0,0
Ethnographic Atlas,Tasmanians (northwestern),Id8,xd783,Tasmanians (Id8),-42,146,port1278,Port Sorell,,Western Tasmanian,0,0
Ethnographic Atlas,Choroti,Sh5,xd1392,Choroti (Sh5),-22,-62,iyow1239,Iyo'wujwa Chorote,crq,Matacoan,1,0
Ethnographic Atlas,Makin,If14,xd829,Makin (If14),3.38,172.99,bana1287,Banaban,,Austronesian,4,1
Ethnographic Atlas,Iraqw,Ca4,xd448,Iraqw (Ca4),-4,35,iraq1241,Iraqw,irk,Afro-Asiatic,5,5
Ethnographic Atlas,Ainu,Ec7,xd635,Ainu (Ec7),44,144,ainu1240,Hokkaido Ainu,ain,Ainu,1,0
Ethnographic Atlas,Sanga,Ae43,xd164,Sanga (Ae43),2,16,bomw1238,Bomwali,bmw,Atlantic-Congo,7,1
Ethnographic Atlas,Belu,Ic3,xd765,Belu (Ic3),-9,126,tetu1245,Tetum,tet,Austronesian,7,3
Ethnographic Atlas,Iranians,Ea9,xd608,Iranians (Ea9),36,52,tehr1242,Tehrani,,Indo-European,7,3
Ethnographic Atlas,Chinantec,Nj1,xd1295,Chinantec (Nj1),18,-96,chil1282,Chiltepec Chinantec,csa,Otomanguean,8,2
Ethnographic Atlas,Samburu,Aj29,xd405,Samburu (Aj29),1,37,samb1315,Samburu,saq,Nilotic,0,9
Ethnographic Atlas,Coos,Nb21,xd1081,Coos (Nb21),43,-124,coos1249,Hanis,csz,Coosan,0,0
Ethnographic Atlas,Wiyambituka,Nd36,xd1170,Wiyambituka (Nd36),39,-117,west2622,Western Shoshoni,,Uto-Aztecan,0,0
Ethnographic Atlas,Luimbe,Ac28,xd53,Luimbe (Ac28),-12,18,luim1238,Luimbi,lum,Atlantic-Congo,3,1
Ethnographic Atlas,Tera,Cb6,xd483,Tera (Cb6),11,12,tera1251,Tera,ttr,Afro-Asiatic,7,1
Ethnographic Atlas,Chopi,Ab22,xd25,Chopi (Ab22),-24.76,34.47,copi1238,Copi,,Atlantic-Congo,6,2
Ethnographic Atlas,Rumbi,Ae35,xd155,Rumbi (Ae35),0,28,lomb1254,Lombi,lmi,Central Sudanic,7,1
Ethnographic Atlas,Nkundo,Ae4,xd160,Nkundo (Ae4),0,20,nkun1238,Nkundo,,Atlantic-Congo,6,0
Ethnographic Atlas,Bata,Ah34,xd325,Bata (Ah34),10,13,bata1314,Bata,bta,Afro-Asiatic,8,2
Ethnographic Atlas,Tarahumara,Ni1,xd1286,Tarahumara (Ni1),28,-107,cent2131,Central Tarahumara,tar,Uto-Aztecan,5,3
Ethnographic Atlas,Ambo,Ab19,xd20,Ambo (Ab19),-17,16,ndon1254,Ndonga,ndo,Atlantic-Congo,5,3
Ethnographic Atlas,Lenge,Ab16,xd17,Lenge (Ab16),-25,34,leng1257,Lengue,,Atlantic-Congo,5,2
Ethnographic Atlas,Erzya Mordvins,ch15,xd552,Erzia mordva (ch15),53,50,erzy1239,Erzya,myv,Uralic,8,2
Ethnographic Atlas,Hehe,Ad8,xd125,Hehe (Ad8),-8,35,hehe1240,Hehe,heh,Atlantic-Congo,6,3
Ethnographic Atlas,Turkana,Aj5,xd410,Turkana (Aj5),4,35,turk1308,Turkana,tuv,Nilotic,4,3
Ethnographic Atlas,Lese,Ai30,xd360,Lese (Ai30),2,29,lese1243,Lese,les,Central Sudanic,6,2
Ethnographic Atlas,Angami,Ei13,xd700,Angami (Ei13),26,94,anga1288,Angami Naga,njm,Sino-Tibetan,6,2
Ethnographic Atlas,Basakomo,Ah12,xd301,Basakomo (Ah12),8,7,basa1282,Basa (Nigeria),bzw,Atlantic-Congo,6,2
Ethnographic Atlas,Anyi,Af39,xd218,Anyi (Af39),7,-4,anyi1245,Anyin,any,Atlantic-Congo,8,1
Ethnographic Atlas,Orok,ec19,xd627,Orok (ec19),54.01,142.71,orok1265,Orok,oaa,Tungusic,0,0
Ethnographic Atlas,Arapaho,Ne9,xd1228,Arapaho (Ne9),40,-103,arap1274,Arapaho,arp,Algic,0,0
Ethnographic Atlas,Banen,Ae51,xd173,Banen (Ae51),5,11,tune1261,Tunen,tvu,Atlantic-Congo,7,1
Ethnographic Atlas,Muscogee,Ng3,xd1252,Creek (Ng3),33,-84,cree1270,Creek,mus,Muskogean,4,0
Ethnographic Atlas,Abelam,Ie15,xd791,Abelam (Ie15),-3.79,143.09,ambu1247,Ambulas,abt,Ndu,6,1
Ethnographic Atlas,Tagotoka,Nd21,xd1154,Tagotoka (Nd21),43,-117,nort1551,North Northern Paiute,,Uto-Aztecan,0,0
Ethnographic Atlas,Huchnom,Nc16,xd1114,Huchnom (Nc16),39,-123,yuki1243,Yuki,yuk,Yuki-Wappo,0,0
Ethnographic Atlas,Ulawans,Ig6,xd858,Ulawans (Ig6),-9.63,161.44,saaa1240,Sa'a,apb,Austronesian,6,0
Ethnographic Atlas,Amba,Ae1,xd127,Amba (Ae1),1,30,amba1263,Amba (Uganda),rwm,Atlantic-Congo,6,1
Ethnographic Atlas,Natchez,Ng7,xd1256,Natchez (Ng7),32,-91,natc1249,Natchez,ncz,Natchez,5,0
Ethnographic Atlas,Ely Shoshoni,Nd38,xd1172,Ely Shoshoni (Nd38),39,-115,west2622,Western Shoshoni,,Uto-Aztecan,1,0
Ethnographic Atlas,Cochiti,Nh7,xd1283,Cochiti (Nh7),36,-106,coch1273,Cochiti,,Keresan,7,0
Ethnographic Atlas,Moghol,Ea7,xd606,Moghol (Ea7),34,63,mogh1245,Mogholi,mhj,Mongolic,6,4
Ethnographic Atlas,Panguitch,Nd50,xd1186,Panguitch (Nd50),38,-112,utee1244,Ute,,Uto-Aztecan,0,0
Ethnographic Atlas,Toradja,Ic5,xd767,Toradja (Ic5),-2,121,tora1261,Toraja-Sa'dan,sda,Austronesian,6,2
Ethnographic Atlas,Hunde,Ae15,xd133,Hunde (Ae15),-2,28,hund1239,Hunde,hke,Atlantic-Congo,5,3
Ethnographic Atlas,Hamama,Cd13,xd511,Hamama (Cd13),30,9,sout3114,South-Western Tunisian,,Afro-Asiatic,3,7
Ethnographic Atlas,Ila,Ac1,xd33,Ila (Ac1),-16,27,ilaa1246,Ila,ilb,Atlantic-Congo,6,3
Ethnographic Atlas,Nyaro,Ai2,xd348,Nyaro (Ai2),11,31,kooo1244,Ko,fuj,Heibanic,7,2
Ethnographic Atlas,Guna,Sa1,xd1309,Cuna (Sa1),9,-78,bord1248,Border Kuna,kvn,Chibchan,6,0
Ethnographic Atlas,Dagomba,Ag44,xd282,Dagomba (Ag44),9,0,dagb1246,Dagbani,dag,Atlantic-Congo,8,2
Ethnographic Atlas,Margi,Ah5,xd332,Margi (Ah5),11,13,marg1265,Marghi Central,mrt,Afro-Asiatic,6,2
Ethnographic Atlas,Coeur d’Alene,Nd14,xd1146,Coeur d’Alene (Nd14),48,-117,coeu1236,Coeur d'Alene,crd,Salishan,0,0
Ethnographic Atlas,Banyaruanda,Ae10,xd128,Ruanda (Ae10),-2,30,kiny1244,Kinyarwanda,kin,Atlantic-Congo,6,3
Ethnographic Atlas,Nyaneka,Ab7,xd30,Nyaneka (Ab7),-15,14,nyan1305,Nyaneka,nyk,Atlantic-Congo,4,4
Ethnographic Atlas,Cantonese,Ed16,xd644,Cantonese (Ed16),23,113,yuec1235,Yue Chinese,yue,Sino-Tibetan,8,2
Ethnographic Atlas,Tequistlatec,Nj14,xd1300,Tequistlatec (Nj14),16,-96,high1242,Highland Oaxaca Chontal,chd,Tequistlatecan,8,1
Ethnographic Atlas,Choiseulese,Ig12,xd844,Choiseulese (Ig12),-6.69,156.52,vagh1249,Vaghua,tva,Austronesian,6,1
Ethnographic Atlas,Eastern Cree,Na31,xd1047,Eastern Cree (Na31),51,-85,sout2978,Southern East Cree,crj,Algic,0,0
Ethnographic Atlas,Ancient Romans,Ce3,xd530,Romans (Ce3),42,12,lati1261,Latin,lat,Indo-European,6,2
Ethnographic Atlas,Guro,Af52,xd233,Guro (Af52),7,-6,guro1248,Guro,goa,Mande,5,1
Ethnographic Atlas,Bergdama,Aa4,xd4,Bergdama (Aa4),-22,16,dama1270,Damara,,Khoe-Kwadi,0,2
Ethnographic Atlas,Cowichan,Nb26,xd1086,Cowichan (Nb26),49.01,-122.73,cowi1241,Cowichan,,Salishan,0,0
Ethnographic Atlas,Ngala,Ae28,xd147,Ngala (Ae28),1,18,ling1263,Lingala,lin,Atlantic-Congo,4,1
Ethnographic Atlas,Tigre,Ca38,xd446,Tigre (Ca38),17,39,mans1267,Mansa',,Afro-Asiatic,2,8
Ethnographic Atlas,Hadimu,Ad29,xd97,Hadimu (Ad29),-6.07,39.43,pemb1239,Pemba,,Atlantic-Congo,6,2
Ethnographic Atlas,Turks,Ci5,xd581,Turks (Ci5),38,30,nucl1301,Turkish,tur,Turkic,6,4
Ethnographic Atlas,Bannock,Nd63,xd1200,Bannock (Nd63),43,-112,bann1248,Bannock,,Uto-Aztecan,0,0
Ethnographic Atlas,Bororo Fulani,Cb8,xd485,Bororo Fulani (Cb8),13,5,boro1274,Bororo (Atlantic Congo),,Atlantic-Congo,2,8
Ethnographic Atlas,Bengali,Ef2,xd664,Bengali (Ef2),23,88,beng1280,Bengali,ben,Indo-European,6,2
Ethnographic Atlas,Ili-Mandiri,Ic7,xd769,Ili-Mandiri (Ic7),-8.33,122.85,lama1277,Lamaholot,slp,Austronesian,5,1
Ethnographic Atlas,Mossi (Ouagadougou),Ag47,xd285,Mossi Ouagadou (Ag47),12,-2,moss1236,Mossi,mos,Atlantic-Congo,6,2
Ethnographic Atlas,Banda,Ai1,xd337,Banda (Ai1),7,22,west2458,West Central Banda,bbp,Atlantic-Congo,7,1
Ethnographic Atlas,Iowa,Nf10,xd1230,Iowa (Nf10),41,-95,iowa1246,Iowa,,Siouan,5,0
Ethnographic Atlas,Chiricahua,Nh1,xd1259,Chiricahua (Nh1),31,-108,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit,0,0
Ethnographic Atlas,Simboese,Ig8,xd860,Simboese (Ig8),-8,157,simb1256,Simbo,sbb,Austronesian,7,1
Ethnographic Atlas,Kusasi,Ag41,xd279,Kusasi (Ag41),11,0,kusa1250,Kusaal,kus,Atlantic-Congo,7,3
Ethnographic Atlas,Banaro,Ie27,xd804,Banaro (Ie27),-4.56,144.34,bana1292,Banaro,byz,Banaro,5,1
Ethnographic Atlas,Manobo,Ia15,xd738,Manobo (Ia15),8,126,west2555,Western Bukidnon Manobo,mbb,Austronesian,6,1
Ethnographic Atlas,Comox,Nb14,xd1073,Comox (Nb14),49.72,-124.97,isla1276,Island Comox,,Salishan,0,0
Ethnographic Atlas,Tapirapé,Sd2,xd1354,Tapirape (Sd2),-11,-52,tapi1254,Tapirapé,taf,Tupian,5,0
Ethnographic Atlas,Anindilyagwa,Id13,xd776,Groote Eylandt (Id13),-13.99,136.6,anin1240,Anindilyakwa,aoi,Gunwinyguan,0,0
Ethnographic Atlas,Sia,Nh25,xd1276,Sia (Nh25),36,-107,ziaa1251,Zia (United States),,Keresan,7,2
Ethnographic Atlas,Kurtatchi,Ig3,xd855,Kurtatchi (Ig3),-5.6,154.91,tinp1237,Tinputz,tpz,Austronesian,5,1
Ethnographic Atlas,Bari,Aj8,xd413,Bari (Aj8),5,32,ligo1238,Ligo,,Nilotic,5,4
Ethnographic Atlas,Tunava (Deep Springs and Fish Lake),Nd29,xd1162,Tunava (Nd29),37,-118,mono1275,Mono (USA),mnr,Uto-Aztecan,0,0
Ethnographic Atlas,Beta Israel,Ca31,xd439,Falasha (Ca31),12,37,qima1242,Qimant,ahg,Afro-Asiatic,7,3
Ethnographic Atlas,Ambonese,Ic11,xd761,Ambonese (Ic11),-3.71,128.18,ambo1250,Ambonese Malay,abs,Austronesian,6,1
Ethnographic Atlas,Iatmul,Ie35,xd813,Iatmul (Ie35),-4,143,iatm1242,Iatmul,ian,Ndu,6,1
Ethnographic Atlas,Chechen,Ci7,xd583,Chechen (Ci7),43,46,chec1245,Chechen,che,Nakh-Daghestanian,5,5
Ethnographic Atlas,Rossel Islanders,Ig11,xd843,Rossel (Ig11),-11.36,154.14,yele1255,Yele,yle,Yele,3,0
Ethnographic Atlas,Ch'orti',Sa3,xd1319,Chorti (Sa3),14,-89,chor1273,Chortí,caa,Mayan,6,2
Ethnographic Atlas,Macushi,Sc12,xd1338,Macusi (Sc12),4,-59,macu1259,Macushi,mbc,Cariban,5,0
Ethnographic Atlas,Amhara,Ca7,xd455,Amhara (Ca7),13,38,amha1245,Amharic,amh,Afro-Asiatic,6,3
Ethnographic Atlas,Ndau,Ab17,xd18,Ndau (Ab17),-20,34,ndau1241,Ndau,ndc,Atlantic-Congo,5,2
Ethnographic Atlas,Copper Inuit,Na3,xd1022,Copper Eskimo (Na3),69,-110,copp1244,Copper Inuktitut,,Eskimo-Aleut,0,0
Ethnographic Atlas,Yupa,Sb7,xd1332,Yupa (Sb7),9,-72,yukp1241,Yukpa,yup,Cariban,5,0
Ethnographic Atlas,Bamileke,Ae5,xd171,Bamileke (Ae5),5,10,fefe1239,Fe'fe',fmp,Atlantic-Congo,8,1
Ethnographic Atlas,Makah,Nb24,xd1084,Makah (Nb24),48.33,-124.62,maka1318,Makah,myh,Wakashan,0,0
Ethnographic Atlas,Diula,Ag27,xd263,Diula (Ag27),9,-4,dyul1238,Dyula,dyu,Mande,7,1
Ethnographic Atlas,Cupeño,Nc32,xd1132,Cupeno (Nc32),33,-117,cupe1243,Cupeño,cup,Uto-Aztecan,0,0
Ethnographic Atlas,Ukranians,Ch7,xd571,Ukranians (Ch7),48,36,east2270,East Ukrainian,,Indo-European,6,3
Ethnographic Atlas,Luapula,Ac34,xd60,Luapula (Ac34),-10,29,luun1238,Luunda,,Atlantic-Congo,5,1
Ethnographic Atlas,Andamanese,Eh1,xd686,Andamese (Eh1),12,93,akab1249,Aka-Bea,abj,Great Andamanese,0,0
Ethnographic Atlas,Havasupai,Nd3,xd1163,Havasupai (Nd3),36,-112,hava1249,Havasupai,,Cochimi-Yuman,5,0
Ethnographic Atlas,Daka,Ah29,xd319,Daka (Ah29),8,11,samb1311,Samba Daka,ccg,Atlantic-Congo,8,2
Ethnographic Atlas,Mutair,Cj5,xd591,Mutair (Cj5),28,47,sout3119,South Najdi,,Afro-Asiatic,0,9
Ethnographic Atlas,Bashkir,ch12,xd549,Bashkir (ch12),54,56,bash1264,Bashkir,bak,Turkic,5,5
Ethnographic Atlas,Mbala,Ac15,xd39,Mbala (Ac15),-5,18,mbal1257,Mbala,mdp,Atlantic-Congo,6,1
Ethnographic Atlas,Banna,Ca19,xd425,Banna (Ca19),6,36,hame1242,Hamer-Banna,amf,South Omotic,4,5
Ethnographic Atlas,Hausa Kanawa,Cb9,xd486,Hausa Kanawa (Cb9),12,9,kano1249,Kano,,Afro-Asiatic,7,2
Ethnographic Atlas,Cocopa,Nh19,xd1269,Cocopa (Nh19),32,-115,coco1261,Cocopa,coc,Cochimi-Yuman,4,0
Ethnographic Atlas,Tongans,Ii12,xd878,Tongans (Ii12),-19.74,-175.07,tong1325,Tonga (Tonga Islands),ton,Austronesian,6,1
Ethnographic Atlas,Brazilians,Cf4,xd539,Brazilians (Cf4),-23.68,-46.64,braz1246,Brazilian Portuguese,,Indo-European,6,2
Ethnographic Atlas,Cocama,Se10,xd1363,Cocama (Se10),1,-79,coca1259,Cocama-Cocamilla,cod,Tupian,4,0
Ethnographic Atlas,Akha,Ej7,xd729,Akha (Ej7),21,100,akha1245,Akha,ahk,Sino-Tibetan,5,1
Ethnographic Atlas,Barí (Motilon),Sb3,xd1328,Motilon (Sb3),9,-72,bari1297,Barí,mot,Chibchan,3,0
Ethnographic Atlas,Alsea,Nb28,xd1088,Alsea (Nb28),44,-124,alse1251,Alsea-Yaquina,aes,Alsea-Yaquina,0,0
Ethnographic Atlas,Coahuilteco,Ne21,xd1221,Coahuilteco (Ne21),29,-99,coah1252,Coahuilteco,xcw,Coahuilteco,0,0
Ethnographic Atlas,Takelma,Nb30,xd1091,Takelma (Nb30),42,-123,take1257,Takelma,tkm,Takelma,0,0
Ethnographic Atlas,Northern Aranda,Id1,xd772,Aranda (Id1),-24,134,east2379,Eastern Arrernte,aer,Pama-Nyungan,0,0
Ethnographic Atlas,Hupa,Nb35,xd1096,Hupa (Nb35),41,-123,hupa1239,Hupa,hup,Athapaskan-Eyak-Tlingit,0,0
Ethnographic Atlas,Dagur,Eb4,xd612,Dagur (Eb4),49,125,daur1238,Dagur,dta,Mongolic,6,3
Ethnographic Atlas,Nail,Cd17,xd515,Nail (Cd17),35,5,cons1245,Constantine,,Afro-Asiatic,2,7
Ethnographic Atlas,Nyoro,Ad2,xd87,Nyoro (Ad2),2,32,nyor1246,Nyoro,nyo,Atlantic-Congo,6,2
Ethnographic Atlas,Nisenan,Nc13,xd1111,Nisenan (Nc13),39,-121,nise1244,Nisenan,nsz,Maiduan,0,0
Ethnographic Atlas,Wappo,Nc20,xd1119,Wappo (Nc20),38.22,-122.56,wapp1239,Wappo,wao,Yuki-Wappo,0,0
Ethnographic Atlas,Afar,Ca6,xd454,Afar (Ca6),12,42,afar1241,Afar,aar,Afro-Asiatic,0,8
Ethnographic Atlas,Nyankole,Ad45,xd115,Nyankole (Ad45),0,31,nyan1307,Nyankole,nyn,Atlantic-Congo,5,4
Ethnographic Atlas,Agaiduka,Nd46,xd1182,Agaiduka (Nd46),44,-112,nort2955,Northern Shoshoni,,Uto-Aztecan,0,0
Ethnographic Atlas,Miyakans,Ed15a,xd642,Miyakans (Ed15a),24.79,125.32,miya1259,Miyako,mvi,Japonic,8,1
Ethnographic Atlas,Aimol,Ei11,xd698,Aimol (Ei11),25,94,aimo1244,Aimol,aim,Sino-Tibetan,5,2
Ethnographic Atlas,Chitimacha,Ng15,xd1250,Chitimacha (Ng15),30,-90,chit1248,Chitimacha,ctm,Chitimacha,4,0
Ethnographic Atlas,Uru,Sf9,xd1382,Uru (Sf9),-16,-69,uruu1244,Uru,ure,Uru-Chipaya,1,1
Ethnographic Atlas,Afikpo,Af23,xd201,Afikpo (Af23),6,8,afik1238,Afikpo,,Atlantic-Congo,6,1
Ethnographic Atlas,Sirionó,Se1,xd1362,Siriono (Se1),-16,-64,siri1273,Sirionó,srq,Tupian,1,0
Ethnographic Atlas,Lawa,Ej12,xd719,Lawa (Ej12),18,98,west2396,Western Lawa,lcp,Austroasiatic,8,1
Ethnographic Atlas,Midobi,Cb11,xd460,Midobi (Cb11),16,27,mido1240,Midob,mei,Nubian,1,9
Ethnographic Atlas,Marind-Amin,Ie19,xd795,Marindamin (Ie19),-8,139,nucl1622,Marind,mrz,Anim,4,1
Ethnographic Atlas,Burusho,Ee2,xd654,Burusho (Ee2),37,75,buru1296,Burushaski,bsk,Burushaski,6,4
Ethnographic Atlas,Kutchin,Na20,xd1037,Kutchin (Na20),66,-135,gwic1235,Gwich'in,gwi,Athapaskan-Eyak-Tlingit,0,0
Ethnographic Atlas,Puyuma,Ia11,xd734,Puyuma (Ia11),23,121,puyu1239,Puyuma,pyu,Austronesian,7,1
Ethnographic Atlas,Adi,Ee1,xd653,Abor (Ee1),28,95,bori1243,Bori-Karko,adi,Sino-Tibetan,4,2
Ethnographic Atlas,Sanusi,Cd20,xd519,Sanusi (Cd20),31,22,liby1240,Libyan Arabic,ayl,Afro-Asiatic,4,6
Ethnographic Atlas,Moru,Ai34,xd364,Moru (Ai34),5,30,moru1253,Moru,mgd,Central Sudanic,5,2
Ethnographic Atlas,Burji,Ca14,xd420,Burji (Ca14),5,38,burj1242,Burji,bji,Afro-Asiatic,7,2
Ethnographic Atlas,Hasania,Cb4,xd481,Hasania (Cb4),14,32,khar1296,Khartoum,,Afro-Asiatic,5,5
Ethnographic Atlas,Mbuti,Aa5,xd5,Mbuti (Aa5),2,28,kang1285,Kango (Tshopo District),kzy,Atlantic-Congo,0,0
Ethnographic Atlas,Canela,Sj4,xd1412,Ramcocamecra (Sj4),-7,-45,cane1242,Canela-Krahô,ram,Nuclear-Macro-Je,4,0
Ethnographic Atlas,Lau,Ih4,xd870,Lau (Ih4),-17.74,-179.31,laua1243,Lauan,llx,Austronesian,5,1
Ethnographic Atlas,Wichí,Sh1,xd1388,Mataco (Sh1),-24,-63,wich1263,Wichí Lhamtés Vejoz,wlv,Matacoan,1,1
Ethnographic Atlas,Tigon,Ah25,xd315,Tigon (Ah25),17,11,tigo1236,Tigon Mbembe,nza,Atlantic-Congo,7,2
Ethnographic Atlas,Ngäbe,Sa14,xd1314,Guaymi (Sa14),8,-81,ngab1239,Ngäbere,gym,Chibchan,4,0
Ethnographic Atlas,Bunun,Ia10,xd733,Bunun (Ia10),24,121,bunu1267,Bunun,bnn,Austronesian,6,1
Ethnographic Atlas,Chakma,Ei10,xd697,Chakma (Ei10),23,92,chak1266,Chakma,ccp,Indo-European,6,2
Ethnographic Atlas,Sio,Ie32,xd810,Sio (Ie32),-6,147,sioo1240,Sio,xsi,Austronesian,5,1
Ethnographic Atlas,Caddo,Nf14,xd1234,Caddo (Nf14),33,-93,cadd1256,Caddo,cad,Caddoan,4,0
Ethnographic Atlas,Sami,Cg4,xd544,Lapps (Cg4),68,22,lule1254,Lule Sami,smj,Uralic,0,6
Ethnographic Atlas,Cariña,Sb4,xd1329,Carinya (Sb4),9,-64,gali1262,Galibi Carib,car,Cariban,8,0
Ethnographic Atlas,Idoma,Af29,xd207,Idoma (Af29),7,8,idom1241,Idoma,idu,Atlantic-Congo,7,1
Ethnographic Atlas,Inca,Sf1,xd1374,Inca (Sf1),-13,-72,cusc1236,Cusco Quechua,quz,Quechuan,7,2
Ethnographic Atlas,Sakata,Ac24,xd49,Sakata (Ac24),-3,18,saka1287,Sakata,skt,Atlantic-Congo,7,0
Ethnographic Atlas,Mesakin,Ai39,xd369,Mesakin (Ai39),11,30,ngil1242,Ngile,jle,Narrow Talodi,6,3
Ethnographic Atlas,Shila,Ac35,xd61,Shila (Ac35),-10,28,shil1264,Shila,,Atlantic-Congo,5,1
Ethnographic Atlas,Lummi,Nb15,xd1074,Lummi (Nb15),48.84,-123.27,lumm1243,Lummi,,Salishan,0,0
Ethnographic Atlas,Lake Miwok,Nc21,xd1120,Lake Miwok (Nc21),38.75,-123.2,lake1258,Lake Miwok,lmw,Miwok-Costanoan,0,0
Ethnographic Atlas,Nez Perce,Nd20,xd1153,Nez Perce (Nd20),45,-115,nezp1238,Nez Perce,nez,Sahaptian,0,0
Ethnographic Atlas,Wolof,Cb2,xd469,Wolof (Cb2),15,-17,nucl1347,Wolof,wol,Atlantic-Congo,6,3
Ethnographic Atlas,Lango,Aj4,xd409,Lango (Aj4),2,33,lang1324,Lango (Uganda),laj,Nilotic,5,4
Ethnographic Atlas,Yuki,Nc7,xd1138,Yuki (Nc7),40,-123,yuki1243,Yuki,yuk,Yuki-Wappo,0,0
Ethnographic Atlas,Teso,Aj1,xd384,Teso (Aj1),2,34,teso1249,Teso,teo,Nilotic,6,3
Ethnographic Atlas,Soromadja,Ie33,xd811,Soromadja (Ie33),-2,138,nucl1595,Kwerba,kwe,Greater Kwerba,1,0
Ethnographic Atlas,Maguzawa,Cb1,xd458,Maguzawa (Cb1),12,10,kano1249,Kano,,Afro-Asiatic,7,2
Ethnographic Atlas,Toba,Sh8,xd1395,Toba (Sh8),-25,-60,toba1269,Toba,tob,Guaicuruan,3,1
Ethnographic Atlas,Usiai,Ig10,xd842,Usiai (Ig10),-2,147,lele1270,Lele (Papua New Guinea),lle,Austronesian,6,2
Ethnographic Atlas,Wenatchi,Nd16,xd1148,Wenatchi (Nd16),48,-121,wena1241,Wenatchi,,Salishan,0,0
Ethnographic Atlas,Bunlap,Ih3,xd869,Bunlap (Ih3),-15.95,168.22,saaa1241,Sa,sax,Austronesian,7,1
Ethnographic Atlas,Jemez,Nh8,xd1284,Jemez (Nh8),36,-107,jeme1245,Towa,tow,Kiowa-Tanoan,7,0
Ethnographic Atlas,Kwoma,Ie12,xd788,Kwoma (Ie12),-4,142,kwom1262,Kwoma,kmo,Sepik,4,1
Ethnographic Atlas,Labwor,Aj22,xd398,Labwor (Aj22),3,34,labw1238,Labwor,lth,Nilotic,7,2
Ethnographic Atlas,Tukulor,Cb23,xd473,Tukulor (Cb23),14.73,-14.32,pula1263,Pulaar,fuc,Atlantic-Congo,5,4
Ethnographic Atlas,Caribou Inuit,Na21,xd1038,Caribou Eskimo (Na21),63,-96,cari1277,Caribou Eskimo,,Eskimo-Aleut,0,0
Ethnographic Atlas,Mbau Fijians,Ih14,xd867,Mbau Fijians (Ih14),-17.81,178.32,bauu1243,Bau (Fijian),,Austronesian,4,0
Ethnographic Atlas,Burmawa,Ah18,xd307,Borrom (Ah18),10,10,bogh1241,Boghom,bux,Afro-Asiatic,7,2
Ethnographic Atlas,Teke,Ac19,xd43,Teke (Ac19),-3,15,teke1278,Teke-Eboo-Nzikou,ebo,Atlantic-Congo,7,1
Ethnographic Atlas,Gure,Ah6,xd333,Gure (Ah6),10,8,gbir1241,Gbiri-Niragu,grh,Atlantic-Congo,6,2
Ethnographic Atlas,Lesu,Ig4,xd856,Lesu (Ig4),-3.06,151.66,nots1237,Notsi,ncf,Austronesian,4,1
Ethnographic Atlas,Toda,Eg4,xd680,Toda (Eg4),12,77,toda1252,Toda,tcx,Dravidian,0,9
Ethnographic Atlas,Puku,Ae47,xd168,Puku (Ae47),2,10,bata1285,Batanga,bnm,Atlantic-Congo,5,1
Ethnographic Atlas,Cahuilla (Desert),Nc31,xd1131,Cahuilla (Nc31),33,-116,cahu1264,Cahuilla,chl,Uto-Aztecan,0,0
Ethnographic Atlas,Tupuri,Ai20,xd349,Tuburi (Ai20),10,15,tupu1244,Tupuri,tui,Atlantic-Congo,5,3
Ethnographic Atlas,Tümpisa Shoshone (Saline and Panamint),Nd32,xd1166,Panamint (Nd32),36,-117,pana1305,Panamint,par,Uto-Aztecan,0,0
Ethnographic Atlas,Catawba,Ng9,xd1258,Catawba (Ng9),35,-80,cata1286,Catawba,chc,Siouan,7,1
Ethnographic Atlas,Pokomo,Ad33,xd102,Pokomo (Ad33),-1,40,poko1261,Pokomo,pkb,Atlantic-Congo,6,0
Ethnographic Atlas,!Kung,Aa1,xd1,Kung (Aa1),-20,21,juho1239,South-Eastern Ju,ktz,Kxa,0,0
Ethnographic Atlas,Nuristani,Ea5,xd604,Nuri (Ea5),36,71,kamv1242,Kamviri,xvi,Indo-European,6,3
Ethnographic Atlas,Hanunoo,Ia5,xd745,Hanunoo (Ia5),13,121,hanu1241,Hanunoo,hnn,Austronesian,7,1
Ethnographic Atlas,Tallensi,Ag4,xd277,Tallensi (Ag4),11,-1,taln1239,Talni,,Atlantic-Congo,7,2
